sampleId,year,cruise,trip,station,fishingtime,gearQuality,latPosStartDec,lonPosStartDec,latPosEndDec,lonPosEndDec,latPosStartText,lonPosStartText,latPosEndText,lonPosEndText,distancepositions,dfuarea,db_square,sq_mark,square,datestart,timestart,dateend,timeend,new_position,Area,gear
87053,2009,R500,1,19,10,V,54.218833,0.8045,54.214833,0.797166,54.13.13   N,000.48.27   E,54.12.89   N,000.47.83   E,0.352,4B,37F0,Ens,37F0,26/11/2009,17:24,26/11/2009,17:34,3760.03,1,DK2
82446,2008,L151,1,30,10,V,54.214666,0.804166,54.215833,0.794666,54.12.88   N,000.48.25   E,54.12.95   N,000.47.68   E,0.34,4B,37F0,Ens,37F0,08/12/2008,17:25,08/12/2008,17:35,3760.03,1,DK1
91865,2010,R500,1,57,10,V,54.317,0.9245,54.312666,0.934,54.19.02   N,000.55.47   E,54.18.76   N,000.56.04   E,0.422,4B,37F0,Ens,37F0,25/11/2010,19:14,25/11/2010,19:24,3760.05,1,DK2
82455,2008,L151,1,39,10,V,54.314666,0.923833,54.317,0.933833,54.18.88   N,000.55.43   E,54.19.02   N,000.56.03   E,0.377,4B,37F0,Ens,37F0,08/12/2008,22:04,08/12/2008,22:14,3760.05,1,DK1
91857,2010,R500,1,51,10,V,54.216333,0.803,54.213,0.794166,54.12.98   N,000.48.18   E,54.12.78   N,000.47.65   E,0.369,4B,37F0,Ens,37F0,25/11/2010,16:07,25/11/2010,16:17,3760.03,1,DK2
87057,2009,R500,1,23,10,V,54.2625,0.795,54.2615,0.806,54.15.75   N,000.47.70   E,54.15.69   N,000.48.36   E,0.39,4B,37F0,Ens,37F0,26/11/2009,18:55,26/11/2009,19:05,3760.04,1,DK2
87054,2009,R500,1,20,10,V,54.216333,0.796333,54.214166,0.805,54.12.98   N,000.47.78   E,54.12.85   N,000.48.30   E,0.33,4B,37F0,Ens,37F0,26/11/2009,17:44,26/11/2009,17:54,3760.03,1,DK2
82448,2008,L151,1,32,0,V,54.261333,0.797333,54.261333,0.797333,54.15.68   N,000.47.84   E,54.15.68   N,000.47.84   E,0,4B,37F0,Ens,37F0,08/12/2008,18:14,08/12/2008,18:14,3760.04,1,VVNY
91874,2010,R500,1,59,10,V,54.1915,1.574833,54.187833,1.5845,54.11.49   N,001.34.49   E,54.11.27   N,001.35.07   E,0.404,4B,37F1,Ens,37F1,25/11/2010,22:40,25/11/2010,22:50,3761.08,1,DK2
82460,2008,L151,1,44,10,V,54.191666,0.5805,54.186333,0.577333,54.11.50   N,000.34.83   E,54.11.18   N,000.34.64   E,0.338,4B,37F0,Forskellige,37F1,09/12/2008,01:59,09/12/2008,02:09,3761.08,1,DF1
82491,2008,L151,1,71,10,V,54.469166,1.981166,54.464833,1.988166,54.28.15   N,001.58.87   E,54.27.89   N,001.59.29   E,0.356,4B,37F1,Ens,37F1,10/12/2008,02:28,10/12/2008,02:38,3761.04,1,DK1
87048,2009,R500,1,15,10,V,54.187,1.576666,54.19,1.5875,54.11.22   N,001.34.60   E,54.11.40   N,001.35.25   E,0.421,4B,37F1,Ens,37F1,25/11/2009,23:02,25/11/2009,23:12,3761.08,1,DK2
91840,2010,R500,1,46,10,V,54.4695,1.989,54.466333,1.979666,54.28.17   N,001.59.34   E,54.27.98   N,001.58.78   E,0.377,4B,37F1,Ens,37F1,25/11/2010,01:53,25/11/2010,02:03,3761.04,1,DK2
82492,2008,L151,1,72,10,V,54.467,1.989166,54.467833,1.977833,54.28.02   N,001.59.35   E,54.28.07   N,001.58.67   E,0.398,4B,37F1,Ens,37F1,10/12/2008,03:00,10/12/2008,03:10,3761.04,1,DK1
87179,2009,R500,1,46,10,V,54.465333,1.987,54.4695,1.980166,54.27.92   N,001.59.22   E,54.28.17   N,001.58.81   E,0.345,4B,37F1,Ens,37F1,27/11/2009,19:18,27/11/2009,19:28,3761.04,1,DK2
91876,2010,R500,1,60,10,V,54.186666,1.5785,54.1935,1.58,54.11.20   N,001.34.71   E,54.11.61   N,001.34.80   E,0.413,4B,37F1,Ens,37F1,25/11/2010,22:58,25/11/2010,23:08,3761.08,1,DK2
82456,2008,L151,1,40,0,V,54.188666,1.578833,54.188666,1.578833,54.11.32   N,001.34.73   E,54.11.32   N,001.34.73   E,0,4B,37F1,Ens,37F1,09/12/2008,00:34,09/12/2008,00:34,3761.08,1,VVNY
87047,2009,R500,1,14,10,V,54.191666,1.5825,54.187166,1.576666,54.11.50   N,001.34.95   E,54.11.23   N,001.34.60   E,0.339,4B,37F1,Ens,37F1,25/11/2009,22:41,25/11/2009,22:51,3761.08,1,DK2
87182,2009,R500,1,48,10,V,54.4665,1.979666,54.469,1.988,54.27.99   N,001.58.78   E,54.28.14   N,001.59.28   E,0.327,4B,37F1,Ens,37F1,27/11/2009,19:53,27/11/2009,20:03,3761.04,1,DK2
87178,2009,R500,1,45,0,V,54.468666,1.9845,54.468666,1.9845,54.28.12   N,001.59.07   E,54.28.12   N,001.59.07   E,0,4B,37F1,Ens,37F1,27/11/2009,19:11,27/11/2009,19:11,3761.04,1,VVNY
82457,2008,L151,1,41,10,V,54.1865,0.5795,54.192166,0.577333,54.11.19   N,000.34.77   E,54.11.53   N,000.34.64   E,0.348,4B,37F0,Forskellige,37F1,09/12/2008,00:41,09/12/2008,00:51,3761.08,1,DK1
87181,2009,R500,1,47,10,V,54.469833,1.983666,54.464,1.983333,54.28.19   N,001.59.02   E,54.27.84   N,001.59.00   E,0.35,4B,37F1,Ens,37F1,27/11/2009,19:35,27/11/2009,19:45,3761.04,1,DK2
91877,2010,R500,1,61,10,V,54.191666,1.583833,54.187666,1.573833,54.11.50   N,001.35.03   E,54.11.26   N,001.34.43   E,0.425,4B,37F1,Ens,37F1,25/11/2010,23:15,25/11/2010,23:25,3761.08,1,DK2
82458,2008,L151,1,42,10,V,54.191166,0.582333,54.185666,0.5795,54.11.47   N,000.34.94   E,54.11.14   N,000.34.77   E,0.344,4B,37F0,Forskellige,37F1,09/12/2008,00:59,09/12/2008,01:09,3761.08,1,DK1
91838,2010,R500,1,45,10,V,54.4645,1.982,54.471,1.985333,54.27.87   N,001.58.92   E,54.28.26   N,001.59.12   E,0.407,4B,37F1,Ens,37F1,25/11/2010,01:36,25/11/2010,01:46,3761.04,1,DK2
87046,2009,R500,1,13,0,V,54.19,1.579166,54.19,1.579166,54.11.40   N,001.34.75   E,54.11.40   N,001.34.75   E,0,4B,37F1,Ens,37F1,25/11/2009,22:30,25/11/2009,22:30,3761.08,1,VVNY
82489,2008,L151,1,70,10,V,54.4645,1.982166,54.470666,1.986,54.27.87   N,001.58.93   E,54.28.24   N,001.59.16   E,0.393,4B,37F1,Ens,37F1,10/12/2008,02:11,10/12/2008,02:21,3761.04,1,DK1
82461,2008,L151,1,45,10,V,54.188666,0.575,54.190333,0.584666,54.11.32   N,000.34.50   E,54.11.42   N,000.35.08   E,0.354,4B,37F0,Forskellige,37F1,09/12/2008,02:15,09/12/2008,02:25,3761.08,1,DF1
82462,2008,L151,1,46,10,V,54.187333,0.584166,54.191166,0.5745,54.11.24   N,000.35.05   E,54.11.47   N,000.34.47   E,0.41,4B,37F0,Forskellige,37F1,09/12/2008,02:32,09/12/2008,02:42,3761.08,1,DF1
82459,2008,L151,1,43,10,V,54.188333,0.574333,54.189,0.585333,54.11.30   N,000.34.46   E,54.11.34   N,000.35.12   E,0.388,4B,37F0,Forskellige,37F1,09/12/2008,01:17,09/12/2008,01:27,3761.08,1,DK1
91837,2010,R500,1,44,10,V,54.469166,1.979666,54.466333,1.989333,54.28.15   N,001.58.78   E,54.27.98   N,001.59.36   E,0.377,4B,37F1,Ens,37F1,25/11/2010,01:17,25/11/2010,01:27,3761.04,1,DK2
87049,2009,R500,1,16,10,V,54.187833,1.5845,54.189833,1.575333,54.11.27   N,001.35.07   E,54.11.39   N,001.34.52   E,0.343,4B,37F1,Ens,37F1,25/11/2009,23:23,25/11/2009,23:33,3761.08,1,DK2
82671,2008,L151,1,74,10,V,54.452333,2.140666,54.4575,2.1355,54.27.14   N,002.08.44   E,54.27.45   N,002.08.13   E,0.358,4B,37F2,Ens,37F2,10/12/2008,04:03,10/12/2008,04:13,3762.01,1,DK1
91843,2010,R500,1,49,10,V,54.459,2.140166,54.4535,2.134333,54.27.54   N,002.08.41   E,54.27.21   N,002.08.06   E,0.387,4B,37F2,Ens,37F2,25/11/2010,03:30,25/11/2010,03:40,3762.01,1,DK2
91842,2010,R500,1,48,10,V,54.454,2.142,54.464,2.135333,54.27.24   N,002.08.52   E,54.27.84   N,002.08.12   E,0.643,4B,37F2,Ens,37F2,25/11/2010,03:13,25/11/2010,03:23,3762.01,1,DK2
87171,2009,R500,1,41,0,V,54.1495,2.059166,54.1495,2.059166,54.08.97   N,002.03.55   E,54.08.97   N,002.03.55   E,0,4B,37F2,Ens,37F2,27/11/2009,16:01,27/11/2009,16:01,3762.02,1,VVNY
87175,2009,R500,1,43,10,V,54.151333,2.060333,54.145333,2.062,54.09.08   N,002.03.62   E,54.08.72   N,002.03.72   E,0.364,4B,37F2,Ens,37F2,27/11/2009,16:34,27/11/2009,16:44,3762.02,1,DK2
82672,2008,L151,1,75,10,V,54.46,2.141666,54.454166,2.1365,54.27.60   N,002.08.50   E,54.27.25   N,002.08.19   E,0.393,4B,37F2,Ens,37F2,10/12/2008,04:20,10/12/2008,04:30,3762.01,1,DK1
91955,2010,R500,1,82,10,V,54.493833,2.384833,54.4905,2.374666,54.29.63   N,002.23.09   E,54.29.43   N,002.22.48   E,0.407,4B,37F2,Ens,37F2,27/11/2010,00:49,27/11/2010,00:59,3762.05,1,DK2
82670,2008,L151,1,73,0,V,54.455,2.1385,54.455,2.1385,54.27.30   N,002.08.31   E,54.27.30   N,002.08.31   E,0,4B,37F2,Ens,37F2,10/12/2008,03:56,10/12/2008,03:56,3762.01,1,VVNY
91954,2010,R500,1,81,10,V,54.4885,2.378,54.494833,2.381666,54.29.31   N,002.22.68   E,54.29.69   N,002.22.90   E,0.401,4B,37F2,Ens,37F2,27/11/2010,00:30,27/11/2010,00:40,3762.05,1,DK2
91878,2010,R500,1,62,0,V,54.149833,2.053666,54.149,2.057166,54.08.99   N,002.03.22   E,54.08.94   N,002.03.43   E,0.132,4B,37F2,Ens,37F2,26/11/2010,09:49,26/11/2010,09:49,3762.02,1,DK2
87184,2009,R500,1,50,10,V,54.454666,2.142833,54.457666,2.134,54.27.28   N,002.08.57   E,54.27.46   N,002.08.04   E,0.357,4B,37F2,Ens,37F2,27/11/2009,21:14,27/11/2009,21:24,3762.01,1,DK2
82467,2008,L151,1,51,10,V,54.149,2.064666,54.149833,2.0535,54.08.94   N,002.03.88   E,54.08.99   N,002.03.21   E,0.395,4B,37F2,Ens,37F2,09/12/2008,05:31,09/12/2008,05:41,3762.02,1,DK3
91880,2010,R500,1,63,10,V,54.146666,2.061,54.153166,2.057166,54.08.80   N,002.03.66   E,54.09.19   N,002.03.43   E,0.412,4B,37F2,Ens,37F2,26/11/2010,02:00,26/11/2010,02:10,3762.02,1,DK2
82468,2008,L151,1,52,10,V,54.1525,2.056833,54.1475,2.062,54.09.15   N,002.03.41   E,54.08.85   N,002.03.72   E,0.35,4B,37F2,Ens,37F2,09/12/2008,05:47,09/12/2008,05:57,3762.02,1,DK3
82463,2008,L151,1,47,0,V,54.149,2.060166,54.149,2.060166,54.08.94   N,002.03.61   E,54.08.94   N,002.03.61   E,0,4B,37F2,Ens,37F2,09/12/2008,04:26,09/12/2008,04:26,3762.02,1,VVNY
91956,2010,R500,1,83,0,V,54.492333,2.373333,54.492333,2.373333,54.29.54   N,002.22.40   E,54.29.54   N,002.22.40   E,0,4B,37F2,Ens,37F2,27/11/2010,02:00,27/11/2010,02:00,3762.05,1,DK1
82466,2008,L151,1,50,10,V,54.148333,2.054833,54.1505,2.065,54.08.90   N,002.03.29   E,54.09.03   N,002.03.90   E,0.38,4B,37F2,Ens,37F2,09/12/2008,05:09,09/12/2008,05:19,3762.02,1,DK1
82465,2008,L151,1,49,10,V,54.152666,2.061,54.146333,2.058666,54.09.16   N,002.03.66   E,54.08.78   N,002.03.52   E,0.389,4B,37F2,Ens,37F2,09/12/2008,04:51,09/12/2008,05:01,3762.02,1,DK1
87176,2009,R500,1,44,10,V,54.147333,2.056666,54.154,2.0635,54.08.84   N,002.03.40   E,54.09.24   N,002.03.81   E,0.466,4B,37F2,Ens,37F2,27/11/2009,16:52,27/11/2009,17:02,3762.02,1,DK2
91953,2010,R500,1,80,10,V,54.494,2.376166,54.4895,2.384,54.29.64   N,002.22.57   E,54.29.37   N,002.23.04   E,0.384,4B,37F2,Ens,37F2,27/11/2010,00:10,27/11/2010,00:20,3762.05,1,DK2
82464,2008,L151,1,48,10,V,54.147666,2.064333,54.151166,2.054833,54.08.86   N,002.03.86   E,54.09.07   N,002.03.29   E,0.394,4B,37F2,Ens,37F2,09/12/2008,04:34,09/12/2008,04:44,3762.02,1,DK1
87173,2009,R500,1,42,10,V,54.147333,2.064166,54.1505,2.0555,54.08.84   N,002.03.85   E,54.09.03   N,002.03.33   E,0.359,4B,37F2,Ens,37F2,27/11/2009,16:18,27/11/2009,16:28,3762.02,1,DK2
87186,2009,R500,1,52,10,V,54.454666,2.136166,54.4595,2.142333,54.27.28   N,002.08.17   E,54.27.57   N,002.08.54   E,0.361,4B,37F2,Ens,37F2,27/11/2009,21:47,27/11/2009,21:57,3762.01,1,DK2
91960,2010,R500,1,85,0,V,54.492666,2.371666,54.492666,2.371666,54.29.56   N,002.22.30   E,54.29.56   N,002.22.30   E,0,4B,37F2,Ens,37F2,27/11/2010,02:00,27/11/2010,02:00,3762.05,1,DK1
91958,2010,R500,1,84,0,V,54.659333,2.373166,54.659333,2.373166,54.39.56   N,002.22.39   E,54.39.56   N,002.22.39   E,0,4B,38F2,Forskellige,37F2,27/11/2010,02:00,27/11/2010,02:00,3762.05,1,DK1
91881,2010,R500,1,64,10,V,54.153166,2.0615,54.146166,2.058,54.09.19   N,002.03.69   E,54.08.77   N,002.03.48   E,0.437,4B,37F2,Ens,37F2,26/11/2010,02:17,26/11/2010,02:27,3762.02,1,DK2
91841,2010,R500,1,47,10,V,54.456333,2.1325,54.4565,2.144666,54.27.38   N,002.07.95   E,54.27.39   N,002.08.68   E,0.424,4B,37F2,Ens,37F2,25/11/2010,02:55,25/11/2010,03:05,3762.01,1,DK2
82469,2008,L151,1,53,10,V,54.146833,2.056333,54.151333,2.063,54.08.81   N,002.03.38   E,54.09.08   N,002.03.78   E,0.357,4B,37F2,Ens,37F2,09/12/2008,06:04,09/12/2008,06:14,3762.02,1,DK3
82673,2008,L151,1,76,10,V,54.456166,2.132666,54.456666,2.141666,54.27.37   N,002.07.96   E,54.27.40   N,002.08.50   E,0.315,4B,37F2,Ens,37F2,10/12/2008,04:36,10/12/2008,04:46,3762.01,1,DK1
87183,2009,R500,1,49,0,V,54.456833,2.136333,54.456833,2.136333,54.27.41   N,002.08.18   E,54.27.41   N,002.08.18   E,0,4B,37F2,Ens,37F2,27/11/2009,21:06,27/11/2009,21:06,3762.01,1,VVNY
87185,2009,R500,1,51,10,V,54.458833,2.136833,54.4595,2.142333,54.27.53   N,002.08.21   E,54.27.57   N,002.08.54   E,0.196,4B,37F2,Ens,37F2,27/11/2009,21:30,27/11/2009,21:40,3762.01,1,DK2
87129,2009,R500,1,80,10,V,54.851,1.429666,54.846833,1.437,54.51.06   N,001.25.78   E,54.50.81   N,001.26.22   E,0.356,4B,38F1,Ens,38F1,28/11/2009,16:56,28/11/2009,17:06,3861.14,1,DK2
91835,2010,R500,1,42,10,V,54.545166,1.628,54.5475,1.617,54.32.71   N,001.37.68   E,54.32.85   N,001.37.02   E,0.407,4B,38F1,Ens,38F1,24/11/2010,23:09,24/11/2010,23:19,3861.23,1,DK2
87127,2009,R500,1,78,10,V,54.847333,1.430833,54.852333,1.436666,54.50.84   N,001.25.85   E,54.51.14   N,001.26.20   E,0.361,4B,38F1,Ens,38F1,28/11/2009,16:20,28/11/2009,16:30,3861.14,1,DK2
87122,2009,R500,1,73,0,V,54.988666,1.847333,54.988666,1.847333,54.59.32   N,001.50.84   E,54.59.32   N,001.50.84   E,0,4B,38F1,Ens,38F1,28/11/2009,05:20,28/11/2009,05:20,3861.32,1,VVNY
82423,2008,L151,1,11,10,V,54.9865,1.843666,54.990833,1.851333,54.59.19   N,001.50.62   E,54.59.45   N,001.51.08   E,0.37,4B,38F1,Ens,38F1,07/12/2008,17:46,07/12/2008,17:56,3861.32,1,DK1
87067,2009,R500,1,33,10,V,54.537,1.574,54.537,1.574,54.32.22   N,001.34.44   E,54.32.22   N,001.34.44   E,0,4B,38F1,Ens,38F1,27/11/2009,01:38,27/11/2009,01:48,3861.22,1,VVNY
87063,2009,R500,1,29,0,V,54.566666,1.266833,54.566666,1.266833,54.34.00   N,001.16.01   E,54.34.00   N,001.16.01   E,0,4B,38F1,Ens,38F1,26/11/2009,23:30,26/11/2009,23:30,3861.19,1,VVNY
91804,2010,R500,1,12,10,V,54.991166,1.85,54.9855,1.844666,54.59.47   N,001.51.00   E,54.59.13   N,001.50.68   E,0.386,4B,38F1,Ens,38F1,23/11/2010,17:40,23/11/2010,17:50,3861.32,1,DK2
87119,2009,R500,1,71,10,V,54.842833,1.998833,54.8415,1.9875,54.50.57   N,001.59.93   E,54.50.49   N,001.59.25   E,0.399,4B,38F1,Ens,38F1,28/11/2009,03:42,28/11/2009,03:52,3861.34,1,DK2
87123,2009,R500,1,74,10,V,54.991666,1.847,54.9855,1.8485,54.59.50   N,001.50.82   E,54.59.13   N,001.50.91   E,0.373,4B,38F1,Ens,38F1,28/11/2009,05:29,28/11/2009,05:39,3861.32,1,DK2
87124,2009,R500,1,75,10,V,54.986166,1.8425,54.9905,1.850666,54.59.17   N,001.50.55   E,54.59.43   N,001.51.04   E,0.383,4B,38F1,Ens,38F1,28/11/2009,05:45,28/11/2009,05:55,3861.32,1,DK2
91828,2010,R500,1,35,0,V,54.529666,1.364,54.529666,1.364,54.31.78   N,001.21.84   E,54.31.78   N,001.21.84   E,0,4B,38F1,Ens,38F1,24/11/2010,20:35,24/11/2010,20:35,3861.34,1,DK1
87121,2009,R500,1,72,10,V,54.843166,1.987166,54.841333,1.997333,54.50.59   N,001.59.23   E,54.50.48   N,001.59.84   E,0.368,4B,38F1,Ens,38F1,28/11/2009,03:59,28/11/2009,04:09,3861.34,1,DK2
91832,2010,R500,1,39,10,V,54.536,1.572,54.542166,1.570166,54.32.16   N,001.34.32   E,54.32.53   N,001.34.21   E,0.375,4B,38F1,Ens,38F1,24/11/2010,22:01,24/11/2010,22:11,3861.22,1,DK2
91830,2010,R500,1,37,0,V,54.528333,1.362833,54.528333,1.362833,54.31.70   N,001.21.77   E,54.31.70   N,001.21.77   E,0,4B,38F1,Ens,38F1,24/11/2010,20:45,24/11/2010,20:45,3861.34,1,DK1
87113,2009,R500,1,65,0,V,54.841666,1.992333,54.841666,1.992333,54.50.50   N,001.59.54   E,54.50.50   N,001.59.54   E,0,4B,38F1,Ens,38F1,28/11/2009,02:40,28/11/2009,02:40,3861.34,1,VVNY
82422,2008,L151,1,10,10,V,54.990166,1.848333,54.984333,1.8475,54.59.41   N,001.50.90   E,54.59.06   N,001.50.85   E,0.351,4B,38F1,Ens,38F1,07/12/2008,17:29,07/12/2008,17:39,3861.32,1,DK1
